protein_num,time0,time1,time2,time3,time4,time5,time6,time7,time8,time9,time10,time11,time12,time13,time14,time15,time16,time17,time18,time19,time20,time21,time22,time23,time24,time25,time26,time27,time28,time29,time30,time31,time32,time33,time34,time35,time36,time37,time38,time39,time40,time41,time42,time43,time44,time45,time46,time47,time48,time49,time50,time51,time52,time53,time54,time55,time56,time57,time58,time59,time60,time61,time62,time63,time64,time65,time66,time67,time68,time69,time70,time71,time72,time73,time74,time75,time76,time77,time78,time79,time80,time81,time82,time83,time84,time85,time86,time87,time88,time89,time90,time91,time92,time93,time94,time95,time96,time97,time98,time99,time100
0,0.1717956718150319,0.1718008789839664,0.1718151401606346,0.17190229203702265,0.1721883751358978,0.17277156490772472,0.17366993424369104,0.17484132687356266,0.17621947864287174,0.1777374505120821,0.17933755852347602,0.18097367774071024,0.18261038282905342,0.18422118007756239,0.18578672798448376,0.18729331635708832,0.18873163608658036,0.19009580090233516,0.19138257171933432,0.19259074075491564,0.19372064172743905,0.19477376019324028,0.19575242393369033,0.19665955763829326,0.19749848937229678,0.19827279880075843,0.19898619907838933,0.1996424458519074,0.20024526805523918,0.20079831617434818,0.20130512446630422,0.20176908427652748,0.20219342613402783,0.20258120874314167,0.20293531334788936,0.20325844223783043,0.20355312040320453,0.20382169954182378,0.2040663637803842,0.2042891366019032,0.20449188857714895,0.20467634558377987,0.2048440972666727,0.2049966055497283,0.2051352130546272,0.20526115131868766,0.2053755487335757,0.20547943815019976,0.2055737641127765,0.20565938970101208,0.20573710296938286,0.20580762298211452,0.20587160544884003,0.20592964797078933,0.20598229491107942,0.206030041905147,0.20607334002908367,0.20611259964460743,0.206148193939553,0.20618046218339417,0.20620971271656194,0.20623622569208028,0.20626025558715097,0.20628203350190982,0.20630176926145288,0.20631965333646266,0.2063358585964325,0.2063505419098547,0.20636384560282117,0.20637589878856336,0.2063868185785556,0.20639671118492608,0.20640567292393272,0.20641379112879965,0.20642114497977682,0.20642780625880325,0.2064338400353907,0.20643930528973917,0.20644425547865675,0.2064487390498164,0.20645279990823276,0.20645647783999868,0.20645980889683005,0.20646282574499578,0.20646555798171842,0.2064680324225569,0.20647027336177307,0.20647230280866466,0.20647414070164474,0.20647580510272065,0.20647731237346398,0.20647867733470746,0.2064799134112625,0.20648103276326102,0.20648204640484968,0.20648296431211124,0.20648379552068766,0.20648454821426152,0.20648522980481132,0.2064858470051998,0.206486405895078
1,0.06242192250342846,0.062437790730075673,0.06248423110571997,0.06265779394669274,0.0630296045002047,0.06356701338570657,0.06419944371214188,0.06487069175925965,0.06554708943897015,0.0662104896141394,0.06685126316785782,0.06746415367088733,0.06804623304179284,0.06859595276076111,0.06911268445639629,0.0695964640992594,0.0700478225155699,0.07046765818128159,0.07085713622406058,0.07121760712157003,0.07155054155325181,0.07185747877064921,0.07213998622711312,0.07239962848719966,0.07263794370575873,0.07285642622839827,0.07305651410403484,0.0732395805103922,0.07340692827292035,0.07355978680834468,0.0736993109489809,0.07382658120778762,0.07394260512891497,0.07404831943852798,0.07414459276776152,0.07423222876651764,0.07431196946493815,0.07438449877025395,0.07445044601225138,0.07451038947069746,0.07456485983466697,0.07461434355689077,0.07465928607681789,0.07470009489461159,0.07473714248479475,0.07477076904346167,0.07480128506708808,0.07482897376411708,0.074854093302488,0.07487687889847817,0.07489754475295825,0.07491628584228652,0.0749332795714835,0.07494868729756751,0.07496265573105325,0.07497531822354236,0.07498679594918896,0.07499719898757284,0.07500662731509893,0.07501517171191864,0.07502291459081263,0.07502993075420723,0.07503628808501484,0.07504204817675363,0.0750472669079295,0.07505199496535157,0.07505627832055795,0.07506015866366883,0.07506367379794161,0.07506685799872084,0.07506974233982042,0.075072354990094,0.0750747214829929,0.07507686496142724,0.07507880640012617,0.07508056480756682,0.07508215740929748,0.07508359981431298,0.07508490616600816,0.07508608927926423,0.07508716076465816,0.07508813114123641,0.07508900993878699,0.07508980579057707,0.0750905265173811,0.0750911792037941,0.0750917702673096,0.07509230552100937,0.07509279023030413,0.0750932291644951,0.07509362664337611,0.07509398657952805,0.07509431251662967,0.0750946076642339,0.07509487492915254,0.07509511694401931,0.07509533609310357,0.07509553453570389,0.07509571422736878,0.07509587693907517,0.07509602427464973
2,0.02316763066986945,0.02320400348502004,0.023305539211383574,0.023537793552256794,0.023885134985127024,0.02427492182955197,0.024656051179115995,0.02500695126827383,0.025322446814278365,0.02560399482511718,0.02585501553082813,0.026079105646409,0.026279501951867748,0.026458997230774755,0.026619987201735498,0.02676453850116599,0.026894447746380987,0.02701128755267302,0.027116441868153013,0.027211133592392217,0.02729644672583403,0.02737334455406615,0.027442684851319638,0.027505232762728815,0.027561671826383225,0.0276126134729711,0.02765860526028704,0.02770013804457866,0.027737652250832582,0.027771543374132134,0.027802166820924627,0.02782984218090598,0.02785485700546825,0.02787747015687523,0.027897914782600952,0.027916400961338406,0.027933118060567978,0.027948236839998582,0.027961911330690144,0.027974280515645586,0.027985469834397644,0.027995592531267884,0.02800475086455034,0.028013037191832804,0.028020534944808582,0.02802731950537494,0.028033458993483723,0.028039014976048254,0.02804404310505117,0.028048593692274224,0.028052712227088585,0.028056439843156828,0.0280598137392344,0.028062867558697423,0.028065631731950032,0.028068133785425213,0.028070398620513876,0.028072448765416817,0.028074304602560496,0.028075984574030606,0.02807750536715967,0.028078882082226024,0.028080128383990956,0.028081256638675632,0.028082278037785645,0.02808320271006534,0.028084039822681258,0.028084797672794953,0.028085483770308107,0.028086104912735804,0.028086667252939252,0.028087176360362648,0.028087637276459812,0.0280880545648328,0.0280884323565874,0.028088774391379256,0.028089084054558955,0.02808936441077654,0.02808961823438095,0.028089848036974733,0.028090056092293397,0.028090244458760665,0.028090414999898266,0.028090569402796476,0.028090709194806798,0.028090835758699473,0.028090950346343055,0.028091054091112944,0.028091148019091666,0.028091233059257956,0.028091310052660967,0.028091379760748852,0.028091442872900923,0.0280915000132702,0.0280915517469291,0.028091598585481395,0.028091640992117244,0.028091679386193173,0.028091714147387196,0.028091745619444157,0.028091774113584104
3,0.016637436012469104,0.016712286194492755,0.016907378814918675,0.017213144594773837,0.017568725348336006,0.01791706572216997,0.01823410887630852,0.01851468730790085,0.018760809818958727,0.018976436535702315,0.01916560821918782,0.019331916972168354,0.019478434171794165,0.01960776576930844,0.019722127886792524,0.019823414106270268,0.0199132500789527,0.01999303716523521,0.020063987580446124,0.020127153063259382,0.020183448534318704,0.020233671800026717,0.020278520077011118,0.02031860392510079,0.02035445904640234,0.020386556314375245,0.020415310326390036,0.020441086718943596,0.020464208441948302,0.020484961154307178,0.020503597875276555,0.02052034300375979,0.020535395799203604,0.020548933402714686,0.020561113464510897,0.020572076433524537,0.02058194755638806,0.0205908386258256,0.0205988495125804,0.020606069509902968,0.02061257851544026,0.02061844807178893,0.020623742283964828,0.0206285186295197,0.020632828674828147,0.020636718709223713,0.020640230307111544,0.02064340082685424,0.020646263853988298,0.020648849595473213,0.020651185230692797,0.020653295224280836,0.02065520160518114,0.020656924215798976,0.02065848093463438,0.020659887875377973,0.020661159565092003,0.020662309103792416,0.020663348307442556,0.020664287836191883,0.020665137309434665,0.020665905409107687,0.020666599972462528,0.020667228075442752,0.02066779610764617,0.02066830983975433,0.020668774484174274,0.020669194749679543,0.020669574890560552,0.020669918750923222,0.020670229804609423,0.02067051119115224,0.02067076574821199,0.02067099604082144,0.020671204387757658,0.020671392885340173,0.020671563428907625,0.020671717732195907,0.020671857344822055,0.020671983668102186,0.02067209796929134,0.020672201394472716,0.02067229498019607,0.020672379663989368,0.02067245629383747,0.020672525636781458,0.02067258838665985,0.020672645171124212,0.020672696557956005,0.020672743060813015,0.02067278514438894,0.020672823229093886,0.02067285769528143,0.020672888887087643,0.020672917115866985,0.020672942663334228,0.020672965784387473,0.0206729867096633,0.02067300564785488,0.020673022787795557,0.020673038300357358
4,0.018412186653407516,0.018551497342566007,0.018900602690379846,0.019347880015753258,0.019808640090874467,0.020239844435645166,0.020628025516404323,0.0209720806524318,0.02127523960761694,0.021541906961552938,0.021776499972144186,0.021983060804862925,0.022165160552801967,0.022325909223587927,0.02246800049722495,0.02259376412902724,0.02270521604570846,0.022804102946158394,0.022891940849714642,0.02297004799731904,0.023039572800953857,0.023101517564266,0.023156758631714187,0.023206063533483808,0.023250105604422235,0.023289476476804526,0.02332469677994654,0.023356225324111368,0.023384467000248085,0.023409779589202692,0.023432479642628578,0.023452847572042138,0.023471132060875914,0.02348755389656112,0.023502309304728745,0.023515572855189265,0.02352749999890036,0.023538229286303704,0.023547884310127793,0.023556575409426867,0.023564401166395316,0.02357144972301613,0.02357779994080726,0.023583522423744178,0.023588680421636487,0.023593330628897177,0.02359752389166065,0.02360130583450365,0.02360471741645177,0.023607795424838467,0.023610572914344694,0.023613079597700763,0.023615342193687987,0.023617384737370763,0.023619228856882935,0.023620894020571697,0.0236223977578387,0.023623755856625413,0.023624982540100276,0.023626090624873808,0.023627091662736285,0.023627996067718888,0.023628813230037977,0.023629551618349467,0.023630218871549927,0.023630821881233974,0.023631366865747332,0.023631859436816293,0.023632304659402206,0.023632707105572335,0.02363307090298125,0.02363339977848144,0.02363369709741246,0.023633965898979866,0.023634208928118905,0.023634428664213152,0.02363462734697872,0.02363480699979363,0.023634969450720418,0.023635116351503015,0.023635249194651736,0.023635369328887663,0.023635477973074435,0.02363557622878734,0.023635665091635737,0.023635745461523472,0.02363581815187763,0.02363588389800089,0.023635943364588956,0.02363599715255789,0.023636045805171486,0.02363608981359351,0.023636129621897983,0.023636165631613214,0.023636198205789122,0.02363622767270835,0.023636254329223023,0.02363627844376789,0.02363630025909396,0.02363631999472384,0.023636337849185646
5,0.023966285280931324,0.02419693443654263,0.024770745873570053,0.025454259362878155,0.026132621470758965,0.026761053670175863,0.027325998335834184,0.027826605201245094,0.028267125894291832,0.028653593084495554,0.028992328038924754,0.029289295368101438,0.029549862693191254,0.029778749978137793,0.02998006153283096,0.03015734869852846,0.030313679245678064,0.03045170335108264,0.0305737125411415,0.030681690877958818,0.03077735883384519,0.03086221069114838,0.03093754636602956,0.031004498489888826,0.031064055477937214,0.03111708120757314,0.031164331831840874,0.031206470169221,0.031244078040071767,0.03127766686065749,0.03130768675600397,0.03133453441168643,0.031358559850034176,0.03138007228750787,0.03139934520583595,0.031416620749321264,0.031432113543738247,0.03144601401787565,0.031458491296887235,0.03146969572630752,0.03147976107707024,0.03148880647456482,0.03149693808859247,0.03150425061590826,0.0315108285825073,0.03151674748902869,0.0315220748194563,0.03152687093055026,0.03153118983695529,0.0315350799051177,0.03153858446720222,0.03154174236484609,0.031544588431268485,0.03154715391913009,0.031549466880615565,0.03155155250537487,0.031553433421268776,0.03155512996223852,0.03155666040704888,0.03155804119227415,0.0315592871024225,0.03156041143977789,0.03156142617620064,0.03156234208891452,0.03156316888202914,0.0315639152953676,0.031564589201915884,0.031565197695257785,0.031565747167907124,0.03156624338162439,0.031566691530539856,0.03156709629779563,0.03156746190645571,0.031567792165246196,0.03156809050965928,0.03156836003892081,0.03156860354924582,0.031568823563745095,0.03156902235932989,0.03156920199097512,0.03156936431350276,0.031569511001239434,0.031569643565719105,0.031569763371627216,0.03156987165114142,0.03156996951690764,0.03157005797369274,0.03157013792891741,0.03157021020211917,0.03157027553354076,0.03157033459182103,0.03157038798096053,0.031570436246594766,0.03157047988168217,0.031570519331581635,0.031570554998688743,0.03157058724659187,0.03157061640382569,0.03157064276727219,0.031570666605209824,0.03157068816008744
6,0.031879209816256554,0.03221573213644613,0.033065017589767404,0.03406112724577231,0.0350426132082667,0.03594910436308176,0.03676150572669412,0.03747844922380945,0.038106185838223755,0.03865379511150443,0.03913088247121788,0.039546538399033264,0.039908938228866944,0.040225251667811684,0.04050168935140385,0.04074360079118886,0.04095558398357749,0.04114158987057218,0.041305015647329406,0.04144878568470066,0.04157542075849131,0.0416870969215873,0.041785695459745927,0.041872845269948035,0.04194995883410186,0.042018262789808476,0.04207882394367477,0.04213257143753031,0.042180315663631805,0.042222764429060665,0.04226053678924661,0.042294174903923044,0.042324154212805505,0.04235089218170815,0.04237475583069706,0.04239606822317875,0.04241511406735062,0.04243214455824129,0.04244738156933124,0.04246102128619663,0.04247323736089639,0.042484183654118615,0.04249399662224845,0.04250279739822596,0.04251069360791191,0.042517780957662565,0.04252414462377824,0.04252986047016673,0.04253499611669943,0.04253961187785992,0.042543761588333805,0.04254749333005224,0.04255085007319405,0.04255387024194348,0.04255658821437501,0.04255903476460324,0.04256123745425884,0.04256322097945691,0.042565007478549174,0.04256661680540124,0.042568066772231274,0.04256937336560084,0.042570550938642995,0.04257161238230972,0.04257256927802871,0.04257343203388612,0.04257421000612297,0.04257491160776329,0.04257554440559389,0.04257611520693384,0.042576630137281524,0.04257709470977053,0.042577513887415624,0.04257789213887365,0.04257823348841765,0.04257854156075991,0.04257881962127076,0.04257907061205941,0.042579297184348344,0.04257950172761457,0.04257968639567905,0.04257985313020895,0.04258000368183602,0.042580139629139056,0.04258026239567783,0.04258037326538815,0.042580473396370964,0.042580563833341016,0.04258064551878465,0.04258071930307827,0.042580785953529314,0.04258084616254978,0.04258090055500774,0.04258094969489043,0.04258099409122891,0.04258103420351267,0.04258107044653181,0.042581103194743494,0.0425811327862264,0.042581159526217265,0.04258118369032862
7,0.04035148622365373,0.04078326583757068,0.041905921095362654,0.043228225310002345,0.04453103472947892,0.045730927172509886,0.04680143216885562,0.04774110484174892,0.048559164339386486,0.0492686298365097,0.04988307858623944,0.05041523035836602,0.05087643546519484,0.051276584843494205,0.051624199108672685,0.051926580192831216,0.05218997347240441,0.05241971927388232,0.052620386785864046,0.05279588944982172,0.05294958323370499,0.053084349903436835,0.053202667455081815,0.053306669676205794,0.05339819654409472,0.05347883691207687,0.05354996470538671,0.05361276965086949,0.053668283398733835,0.0537174017554956,0.053760903630979254,0.053799467205726474,0.05383368374416251,0.05386406941150404,0.05389107539590758,0.053915096590154414,0.053936479047591766,0.053955526393655515,0.053972505346653724,0.05398765047775603,0.0540011683204938,0.05401324092334978,0.05402402892497261,0.05403367421975575,0.054042302271370475,0.054050024123373605,0.05405693814884932,0.05406313157500762,0.05406868181324972,0.05407365762116457,0.05407812011884192,0.054082123678914976,0.05408571670697567,0.054088942326654996,0.054091838981719,0.054094440965833324,0.054096778889208184,0.054098880090105265,0.05410076899803174,0.05410246745469677,0.054103994997877915,0.05410536911274413,0.05410660545452774,0.054107718046030616,0.05410871945294335,0.05410962093960739,0.05411043260740846,0.05411116351805711,0.05411182180321084,0.05411241476221432,0.054112948949250624,0.054113430251026995,0.05411386395617101,0.05411425481719696,0.05411460710586417,0.05411492466268522,0.05411521094121595,0.054115469047678326,0.0541157017764101,0.05411591164170199,0.054116100906212466,0.05411627160650989,0.054116425575969726,0.054116564465304176,0.05411668976093886,0.054116802801593644,0.05411690479309525,0.05411699682172689,0.05411707986616096,0.05411715480827465,0.0541172224427761,0.05411728348590482,0.05411733858323794,0.05411738831675602,0.05411743321110621,0.054117473739329174,0.05411751032796156,0.05411754336163706,0.054117573187243424,0.05411760011763277,0.054117624434996264
8,0.047222657766460306,0.04770978552268863,0.049035479362641375,0.050613589662173136,0.05216941179797525,0.053596961193581864,0.0548637080699294,0.055969192232840005,0.056926064997232205,0.05775125550361948,0.05846199177597239,0.05907417207057348,0.05960183907707694,0.060057140339093304,0.060450480852661186,0.06079073450973084,0.061085457933041404,0.06134108542560486,0.061563099059795574,0.06175617413897683,0.06192430247849703,0.06207089649511289,0.062198876986797706,0.062310747161982705,0.062408655111899025,0.06249444657865255,0.06256970957277225,0.0626358121402937,0.06269393436674145,0.062745095527877,0.06279017714887351,0.06282994261070428,0.06286505383951405,0.06289608552916093,0.06292353727539082,0.06294784394027672,0.06296938451538703,0.0629884897099596,0.06300544845535391,0.06302051348719134,0.06303390614179114,0.06304582048252322,0.0630564268540489,0.0630658749476431,0.06307429644811938,0.06308180732229673,0.06308850980004599,0.06309449409145475,0.06309983987694537,0.06310461760218804,0.06310888960462374,0.06311271109476958,0.06311613101207543,0.06311919277224545,0.0631219349205757,0.0631243917037909,0.06312659357113762,0.06312856761400237,0.06313033795194312,0.06313192607212416,0.0631333511280444,0.06313463020274004,0.06313577854086254,0.06313680975357218,0.0631377359995818,0.0631385681452794,0.06313931590636733,0.06313998797350454,0.06314059212354914,0.06314113531833801,0.06314162379242445,0.06314206313096597,0.06314245833904479,0.0631428139033409,0.0631431338470239,0.06314342177867101,0.06314368093588743,0.06314391422419188,0.06314412425169268,0.06314431336014711,0.06314448365257508,0.06314463701802145,0.06314477515368767,0.063144899584719,0.06314501168185434,0.06314511267733157,0.06314520367904103,0.06314528568325856,0.0631453595859854,0.0631454261932229,0.0631454862300786,0.06314554034897812,0.06314558913702356,0.06314563312264197,0.06314567278144914,0.06314570854161818,0.06314574078864384,0.0631457698696306,0.06314579609716223,0.06314581975274366,0.06314584108993147
9,0.050717027236054146,0.051198532638871204,0.052601327621952326,0.054294756248429416,0.05596405335329177,0.05748818823018232,0.05883219155849684,0.05999773188858307,0.06100058622084524,0.06186056453439707,0.06259724804158709,0.06322839351895161,0.06376950798583383,0.06423390120793504,0.06463290801852498,0.06497615038813222,0.06527178844472122,0.06552674354740283,0.06574689028219334,0.06593721937765772,0.06610197510194867,0.06624477087133629,0.0663686864763893,0.06647634987676264,0.0665700060634813,0.0666515750854066,0.0667227009919058,0.06678479315427281,0.06683906118714666,0.066886544490354,0.06692813726431848,0.06696460971356237,0.06699662603680047,0.06702475970579583,0.06704950645448614,0.06707129533269487,0.06709049812242478,0.06710743736744587,0.06712239322770816,0.06713560933669449,0.06714729781215072,0.06715764354721293,0.06716680788932416,0.06717493179786545,0.06718213855740544,0.0671885361117285,0.06719421907397023,0.06719927045990375,0.06720376318407005,0.06720776135291703,0.06721132138364858,0.06721449297347859,0.06721731994028056,0.06721984095252456,0.06722209016382769,0.06722409776521691,0.06722589046633361,0.06722749191522771,0.06722892306488926,0.0672302024937388,0.06723134668610165,0.06723237027795684,0.067233286272427,0.06723410622899068,0.06723484042976823,0.06723549802580552,0.06723608716577559,0.06723661510957762,0.067237088328371,0.06723751259297077,0.06723789305197027,0.06723823430074238,0.06723854044256933,0.06723881514276488,0.06723906167662115,0.06723928297194755,0.06723948164683043,0.06723966004314837,0.06723982025632193,0.06723996416187268,0.06724009343890383,0.06724020959109944,0.06724031396540651,0.06724040776867847,0.06724049208244652,0.0672405678762126,0.06724063601920373,0.06724069729093332,0.06724075239054898,0.06724080194530355,0.0672408465180094,0.06724088661375192,0.06724092268588049,0.06724095514141949,0.06724098434579492,0.06724101062717833,0.06724103428031698,0.0672410555699695,0.06724107473400245,0.06724109198613092,0.06724110751841107
