protein_num,time0,time1,time2,time3,time4,time5,time6,time7,time8,time9,time10,time11,time12,time13,time14,time15,time16,time17,time18,time19,time20
0,0.17179786,0.17179507,0.17179407,0.17191929,0.17218213,0.17276885,0.17367563,0.17484449,0.17620087,0.17777012,0.17938666,0.1809826,0.18260758,0.18422323,0.18577267,0.18729773,0.18872532,0.19008571,0.19139864,0.19259131,0.19373682
1,0.062421694,0.062444445,0.062481675,0.06265232,0.06302454,0.063560106,0.064190194,0.06488244,0.06553319,0.066202775,0.06684935,0.06746352,0.06805293,0.06859236,0.06912538,0.06961207,0.07005428,0.0704634,0.070864014,0.07123172,0.0715543
2,0.02316776,0.023203362,0.023302902,0.023540933,0.023883957,0.024274549,0.024660721,0.025007375,0.0253238,0.025598392,0.025854805,0.026078548,0.026280517,0.026456142,0.026624847,0.026765078,0.026896201,0.027013019,0.027114443,0.027209533,0.027299186
3,0.016637936,0.016709667,0.016907636,0.017213637,0.017564924,0.017917542,0.01823508,0.01851575,0.018761965,0.018979583,0.019164385,0.019330924,0.019477364,0.019608205,0.019723075,0.019824885,0.019913686,0.019989097,0.02006802,0.020129723,0.020180663
4,0.018413225,0.018553652,0.018897392,0.01934545,0.019813128,0.020239871,0.020627841,0.020972203,0.021272834,0.021543043,0.021773119,0.021987418,0.022164244,0.02232466,0.022466522,0.022590516,0.02270658,0.022803443,0.022890242,0.022968143,0.02304174
5,0.023967337,0.024198819,0.024770692,0.025451872,0.026134094,0.026757773,0.027327584,0.027829023,0.028267378,0.02865414,0.028989155,0.029290304,0.02954743,0.029775806,0.029979648,0.030158592,0.030312413,0.03045397,0.030573439,0.030683218,0.030780973
6,0.03188384,0.032213025,0.03305902,0.03405966,0.03504368,0.035947774,0.036764666,0.037478823,0.038106862,0.038650926,0.03913156,0.039553184,0.039907165,0.040226456,0.040501446,0.040746436,0.040956333,0.04114474,0.041302826,0.041444685,0.041571114
7,0.04035153,0.04078699,0.04190097,0.043229498,0.044526592,0.04572667,0.046803635,0.047740098,0.048560604,0.049269106,0.049883943,0.050412066,0.0508896,0.051271554,0.051629286,0.05192142,0.052194655,0.05242306,0.052624103,0.052797906,0.05294546
8,0.04722191,0.04770598,0.049038745,0.050615087,0.05216977,0.053590417,0.0548696,0.055963367,0.05692706,0.057763863,0.05846711,0.05907588,0.05961707,0.060067378,0.06044206,0.060796265,0.061082944,0.061323363,0.061552964,0.06176157,0.061922044
9,0.05072077,0.051195957,0.052599244,0.054298174,0.0559694,0.05748151,0.0588439,0.0599922,0.061008453,0.061868906,0.06259565,0.06320976,0.063774414,0.064241886,0.06464312,0.06498763,0.065269016,0.06553368,0.06575928,0.065916754,0.06609614
10,0.05008964,0.05049869,0.05182737,0.053471684,0.055082537,0.05655903,0.057843104,0.05893431,0.059878696,0.06070536,0.061377298,0.061960243,0.06245534,0.06287806,0.063236706,0.0635452,0.06380571,0.06403044,0.06423978,0.06440958,0.06455526
11,0.04576576,0.046054147,0.047188587,0.048628297,0.050035853,0.05130948,0.052428983,0.053352747,0.054161523,0.05483948,0.055411313,0.05587761,0.056283228,0.056647614,0.05694069,0.057192054,0.057406295,0.057589944,0.05772501,0.057850625,0.05798
12,0.039031845,0.039171334,0.040018763,0.041155476,0.04227012,0.043267872,0.04412256,0.044843223,0.045452237,0.045967396,0.046390254,0.04674322,0.04703347,0.047297616,0.047502536,0.047670458,0.047824115,0.047953863,0.04806723,0.048135348,0.048217565
