protein_num,time0,time1,time2,time3,time4,time5,time6,time7,time8,time9,time10,time11,time12,time13,time14,time15,time16,time17,time18,time19,time20
0,0.22818978,0.22819437,0.22823803,0.22833171,0.22851539,0.22889507,0.22941275,0.22995211,0.23042405,0.23087023,0.23121957,0.23151615,0.23169373,0.23190285,0.23200485,0.23211807,0.23216261,0.23216473,0.2322062,0.23218898,0.23223567
1,0.08268341,0.08270805,0.08274738,0.08290037,0.083164245,0.08346663,0.0837252,0.08390283,0.0840382,0.08415364,0.0842201,0.08425248,0.08426527,0.08431273,0.08430927,0.08431924,0.084311575,0.08430987,0.08430129,0.08428968,0.084304124
2,0.030116653,0.030162912,0.030272732,0.030469704,0.030693067,0.030874845,0.030989587,0.031055741,0.03109031,0.031113053,0.031119006,0.031131094,0.031132307,0.031135546,0.031138245,0.031139772,0.03114037,0.03114188,0.031145042,0.031147307,0.031155655
3,0.020439776,0.020520747,0.020715022,0.02097554,0.021207973,0.021390509,0.02151545,0.021612924,0.021688193,0.021745533,0.021806875,0.021849073,0.02189732,0.02193197,0.021965671,0.022001443,0.022028776,0.022053527,0.022076212,0.022098318,0.02212171
4,0.020740151,0.02088017,0.021209592,0.02159314,0.021936715,0.022225803,0.022471435,0.022681704,0.022867154,0.023034308,0.023184346,0.023317972,0.023437884,0.023543198,0.0236417,0.023726782,0.023806516,0.023871224,0.023938576,0.023991413,0.024043513
5,0.024734437,0.02495193,0.025478994,0.026071142,0.026631108,0.027127007,0.027576858,0.027983252,0.028347222,0.028671717,0.028970249,0.02923618,0.029477185,0.029692456,0.029875403,0.030051818,0.030201634,0.030336868,0.030462718,0.03057119,0.030672641
6,0.030733405,0.031031486,0.031797547,0.03267146,0.03351304,0.034296982,0.03501352,0.03566968,0.036260013,0.036794193,0.03727172,0.037700213,0.03809078,0.03843412,0.038745724,0.039030198,0.03927728,0.03949872,0.03969969,0.039879866,0.04004191
7,0.037098307,0.037470423,0.03846459,0.039617617,0.040765528,0.041846238,0.042836342,0.043746803,0.044565987,0.045306616,0.04597356,0.046573274,0.04711115,0.047596253,0.04802679,0.048416205,0.048768107,0.049061444,0.049338978,0.04958888,0.049820032
8,0.042016998,0.04243215,0.043592144,0.044967476,0.046350915,0.047661915,0.048868086,0.049971115,0.050973624,0.051870015,0.052694343,0.053405847,0.05403985,0.054635245,0.055165984,0.055645578,0.056054357,0.056453645,0.05678816,0.0570841,0.057358097
9,0.04411598,0.044513214,0.0457211,0.04720368,0.048689526,0.050107125,0.051434573,0.05259827,0.053670336,0.05464067,0.055509456,0.056291442,0.056993637,0.05764255,0.058211267,0.05870775,0.059154272,0.059575595,0.0599397,0.060245503,0.060535047
10,0.04286339,0.043197583,0.044330068,0.045753654,0.04720362,0.04857712,0.049841113,0.050977964,0.052025724,0.052949447,0.053802427,0.054544214,0.055225663,0.055832334,0.05636458,0.05687816,0.0573006,0.057697695,0.05804533,0.05835263,0.05864011
11,0.038701504,0.03892848,0.03987604,0.04112172,0.042399123,0.043589782,0.044694237,0.045693133,0.04658884,0.047405943,0.048125867,0.04879355,0.049366668,0.049892575,0.05038023,0.050784513,0.051181372,0.051529035,0.051819842,0.05209624,0.052333284
12,0.032708906,0.032816567,0.033519477,0.03449869,0.035505023,0.036458027,0.037322268,0.03810575,0.03880916,0.039442822,0.04001638,0.04051973,0.04098528,0.041396108,0.041769896,0.042099852,0.04239689,0.042661007,0.04289863,0.043120284,0.04329868
13,0.026169999,0.026144333,0.026571268,0.027257046,0.027977923,0.02865322,0.029269058,0.029823016,0.030312499,0.030759826,0.031163087,0.031520195,0.03184269,0.032132335,0.032396875,0.032626,0.032834698,0.033028778,0.03319525,0.033347003,0.033478163
14,0.020103404,0.019974977,0.02014325,0.020545274,0.020990022,0.02141296,0.021795718,0.022137748,0.022445498,0.02271922,0.022968866,0.02318585,0.023391021,0.023568338,0.02373198,0.023874551,0.024007572,0.024119277,0.02422423,0.024319775,0.024399115
15,0.015145721,0.014937998,0.014872724,0.015033169,0.015249945,0.015465916,0.015662935,0.01583454,0.015990349,0.016128547,0.016255517,0.016368512,0.016466385,0.01656322,0.01664474,0.016718244,0.016786354,0.016842075,0.016899565,0.01694977,0.016989939
16,0.011517521,0.011262715,0.011008505,0.010969071,0.011008841,0.011067318,0.011123259,0.011174928,0.011217344,0.011259981,0.011296693,0.011329736,0.011360181,0.011388642,0.011413536,0.011434766,0.011457958,0.011477077,0.011493762,0.01151159,0.011521315
17,0.009167269,0.008892887,0.008489491,0.008291679,0.008195264,0.008139256,0.00809612,0.008062937,0.008030515,0.008002916,0.007979983,0.007957035,0.007939062,0.007925023,0.007912618,0.007896501,0.007886963,0.007881678,0.00787044,0.007864598,0.007857264
18,0.007898227,0.007624554,0.007108614,0.006781875,0.006579926,0.006437099,0.006323814,0.006226598,0.006142073,0.006068394,0.00600193,0.005943228,0.005892155,0.005846852,0.005805693,0.005769182,0.005738237,0.005709501,0.005684242,0.005662061,0.005642557
19,0.007485,0.007225229,0.006626885,0.006192022,0.005901036,0.005686185,0.005515291,0.005369964,0.00524337,0.005132014,0.005033446,0.004946065,0.004868801,0.0047991,0.004738123,0.00468258,0.004634779,0.004591075,0.004553476,0.004519572,0.004489
20,0.007721222,0.007485979,0.006831853,0.006301719,0.005926557,0.005645382,0.005418318,0.005226587,0.005060704,0.00491455,0.004784746,0.004669649,0.004567409,0.004476099,0.004394585,0.004322899,0.004259063,0.004202575,0.004151623,0.00410668,0.004066222
21,0.008439805,0.008234361,0.007548419,0.006933298,0.006474084,0.006122673,0.005836049,0.005594289,0.00538443,0.005198764,0.005035115,0.004889481,0.004760618,0.004644669,0.004543119,0.004451269,0.004370537,0.004298268,0.004234475,0.004177214,0.004126658
22,0.009501052,0.00932701,0.008632742,0.007941934,0.00739988,0.006972007,0.006619009,0.006318535,0.006057614,0.005827624,0.00562347,0.005442566,0.005281371,0.005138685,0.005011928,0.004898033,0.004797566,0.004707195,0.004627589,0.004557503,0.004493815
23,0.010776615,0.010632291,0.009951153,0.009195126,0.008572105,0.008062522,0.007638421,0.007274445,0.006955354,0.006672159,0.006424039,0.006203355,0.006006282,0.005830712,0.00567648,0.005535891,0.005414161,0.005302995,0.005205609,0.005119381,0.005042357
24,0.01213675,0.012020281,0.011365986,0.010570814,0.009868148,0.009280416,0.008778359,0.008341457,0.00796537,0.007627109,0.00732943,0.007064558,0.006829431,0.00661863,0.006432378,0.006265047,0.006119244,0.005986199,0.005869381,0.005765566,0.005673026
25,0.01344804,0.01335262,0.012749467,0.011929585,0.011162881,0.010495778,0.009922919,0.009419948,0.00897289,0.008586611,0.008239527,0.007928925,0.0076535,0.007408848,0.007190891,0.006998043,0.006824167,0.006671015,0.006534407,0.0064126,0.006306343
26,0.014576275,0.014504171,0.013957566,0.013134874,0.01232175,0.011595187,0.01095436,0.010390943,0.009892102,0.009449301,0.009052631,0.008703218,0.008391161,0.008114174,0.007869185,0.007648777,0.00745294,0.007276677,0.007123988,0.006987929,0.006864023
27,0.015408331,0.01535028,0.014873444,0.014066989,0.013232598,0.012461787,0.011769252,0.011154803,0.010607236,0.010121993,0.009693487,0.009306982,0.008966677,0.008659718,0.008390764,0.008149195,0.007932763,0.007743685,0.00757364,0.007422171,0.007288911
28,0.015850745,0.015808852,0.015398306,0.014638727,0.013802752,0.013005377,0.012280512,0.011634642,0.011060832,0.010544526,0.010086063,0.009677402,0.009313367,0.008993943,0.008703641,0.008445413,0.008217597,0.008015353,0.007834178,0.007673882,0.0075314
29,0.015854213,0.015825683,0.015478665,0.014782171,0.013973421,0.013181207,0.012446545,0.011786556,0.011189642,0.010662233,0.010187468,0.009769622,0.009397087,0.009063133,0.008769207,0.008505354,0.008267275,0.008062646,0.007872322,0.007708911,0.007563947
30,0.015414646,0.015388603,0.0151084,0.014486015,0.013720439,0.012955455,0.012236878,0.011578593,0.010993753,0.010466171,0.009998127,0.009580582,0.009206678,0.008875703,0.008581752,0.008316309,0.008083919,0.007873062,0.007689042,0.007523846,0.007378972
31,0.014561793,0.014544269,0.014318114,0.013779086,0.013080851,0.012360106,0.011675704,0.011045274,0.01048111,0.0099728,0.009522394,0.009120353,0.008761196,0.008437923,0.008154511,0.007898019,0.007675409,0.007471308,0.00729258,0.007133125,0.006991209
32,0.013368824,0.013356873,0.013181981,0.012726195,0.012103404,0.01144563,0.010817351,0.010231652,0.009705449,0.009229575,0.008807299,0.008428829,0.008092519,0.007793308,0.007524374,0.007288689,0.00707592,0.006886919,0.006720274,0.00657378,0.006439546
33,0.011932256,0.011922044,0.011792647,0.011414577,0.010879564,0.010297698,0.009732182,0.009205612,0.008728794,0.008296284,0.007914947,0.007569438,0.00726525,0.00699356,0.006748976,0.00653606,0.006341779,0.006171468,0.006020992,0.005884324,0.005764661
34,0.010359321,0.01035424,0.010255389,0.009953294,0.009504864,0.009003367,0.008510866,0.008051383,0.007630189,0.007251189,0.006912308,0.006611064,0.006341895,0.006099909,0.005886007,0.005696672,0.005527912,0.005376732,0.005242966,0.005123452,0.005017082
35,0.008752345,0.008747731,0.008679008,0.008441825,0.0080755,0.007655878,0.007239784,0.00684568,0.00648372,0.006161755,0.005873313,0.00561399,0.005383549,0.00517755,0.004994974,0.004830435,0.004686331,0.004557415,0.004442531,0.004339782,0.004248506
36,0.00720031,0.007196404,0.007146919,0.006966247,0.006675848,0.006334388,0.00599031,0.005664518,0.005366304,0.005096089,0.004855614,0.004639536,0.004447708,0.004276048,0.004123354,0.003987805,0.003867385,0.003759536,0.003663684,0.003578722,0.003502637
37,0.005769996,0.005767296,0.005732682,0.005599658,0.005372946,0.005103119,0.004827616,0.004565035,0.004323185,0.004105063,0.003909327,0.003734761,0.003578712,0.003440447,0.003316109,0.003206319,0.003107916,0.003020743,0.002942879,0.002874178,0.002812854
38,0.004506865,0.004504828,0.004481101,0.004384596,0.004213853,0.00400561,0.003789365,0.003583294,0.003393003,0.003222116,0.003066726,0.00292866,0.002805734,0.002696224,0.002598645,0.002511662,0.002434417,0.00236506,0.002303622,0.002249342,0.002200939
39,0.003432236,0.003431394,0.003416109,0.003347779,0.003221274,0.003064782,0.002900306,0.002742422,0.002596698,0.002464695,0.002345384,0.002239388,0.00214456,0.002060341,0.001985621,0.001918336,0.001858645,0.00180562,0.00175901,0.00171668,0.001679295
40,0.002551388,0.002550161,0.002540246,0.002493311,0.002402404,0.002287161,0.002165129,0.002047446,0.001938416,0.00183923,0.00175025,0.001670567,0.001599514,0.001536211,0.001479982,0.001429373,0.001385236,0.001345303,0.001309659,0.001278454,0.001250525
41,0.001851066,0.001850767,0.001843594,0.001812177,0.001748321,0.001666048,0.001577448,0.001491777,0.00141174,0.001339685,0.001274589,0.001216385,0.001164098,0.001118064,0.001076313,0.001039502,0.001007321,9.78E-04,9.52E-04,9.29E-04,9.08E-04
42,0.001311844,0.001311492,0.001307417,0.001286327,0.001242636,0.001184691,0.001122365,0.001061142,0.001004434,9.53E-04,9.06E-04,8.65E-04,8.28E-04,7.95E-04,7.65E-04,7.39E-04,7.15E-04,6.95E-04,6.76E-04,6.59E-04,6.45E-04
43,9.09E-04,9.08E-04,9.06E-04,8.92E-04,8.63E-04,8.23E-04,7.80E-04,7.38E-04,6.98E-04,6.62E-04,6.30E-04,6.01E-04,5.75E-04,5.52E-04,5.31E-04,5.13E-04,4.96E-04,4.82E-04,4.69E-04,4.57E-04,4.47E-04
44,6.15E-04,6.15E-04,6.14E-04,6.05E-04,5.86E-04,5.59E-04,5.30E-04,5.01E-04,4.74E-04,4.50E-04,4.28E-04,4.08E-04,3.90E-04,3.74E-04,3.60E-04,3.48E-04,3.37E-04,3.27E-04,3.18E-04,3.10E-04,3.03E-04
45,4.07E-04,4.07E-04,4.07E-04,4.01E-04,3.89E-04,3.72E-04,3.52E-04,3.33E-04,3.15E-04,2.99E-04,2.84E-04,2.71E-04,2.59E-04,2.49E-04,2.39E-04,2.31E-04,2.24E-04,2.17E-04,2.11E-04,2.06E-04,2.01E-04
46,2.64E-04,2.64E-04,2.64E-04,2.60E-04,2.53E-04,2.41E-04,2.29E-04,2.17E-04,2.05E-04,1.94E-04,1.85E-04,1.76E-04,1.68E-04,1.61E-04,1.55E-04,1.50E-04,1.45E-04,1.41E-04,1.37E-04,1.34E-04,1.31E-04
47,1.68E-04,1.68E-04,1.67E-04,1.65E-04,1.61E-04,1.54E-04,1.46E-04,1.38E-04,1.30E-04,1.24E-04,1.18E-04,1.12E-04,1.07E-04,1.03E-04,9.88E-05,9.53E-05,9.23E-05,8.95E-05,8.71E-05,8.48E-05,8.29E-05
48,1.04E-04,1.04E-04,1.04E-04,1.03E-04,1.00E-04,9.57E-05,9.08E-05,8.59E-05,8.13E-05,7.71E-05,7.32E-05,6.98E-05,6.67E-05,6.40E-05,6.15E-05,5.94E-05,5.74E-05,5.57E-05,5.42E-05,5.28E-05,5.16E-05
49,6.35E-05,6.34E-05,6.34E-05,6.27E-05,6.10E-05,5.84E-05,5.55E-05,5.25E-05,4.97E-05,4.71E-05,4.47E-05,4.26E-05,4.07E-05,3.90E-05,3.75E-05,3.62E-05,3.50E-05,3.40E-05,3.30E-05,3.22E-05,3.15E-05
50,3.79E-05,3.79E-05,3.78E-05,3.75E-05,3.65E-05,3.50E-05,3.32E-05,3.14E-05,2.97E-05,2.82E-05,2.68E-05,2.55E-05,2.44E-05,2.34E-05,2.25E-05,2.17E-05,2.09E-05,2.03E-05,1.98E-05,1.92E-05,1.88E-05
51,2.22E-05,2.22E-05,2.22E-05,2.20E-05,2.14E-05,2.05E-05,1.95E-05,1.84E-05,1.74E-05,1.65E-05,1.57E-05,1.50E-05,1.43E-05,1.37E-05,1.32E-05,1.27E-05,1.23E-05,1.19E-05,1.16E-05,1.13E-05,1.10E-05
52,1.27E-05,1.27E-05,1.27E-05,1.26E-05,1.23E-05,1.18E-05,1.12E-05,1.06E-05,1.00E-05,9.51E-06,9.03E-06,8.61E-06,8.22E-06,7.88E-06,7.58E-06,7.30E-06,7.06E-06,6.85E-06,6.66E-06,6.49E-06,6.34E-06
53,7.18E-06,7.18E-06,7.17E-06,7.11E-06,6.94E-06,6.67E-06,6.33E-06,5.99E-06,5.67E-06,5.37E-06,5.10E-06,4.86E-06,4.64E-06,4.45E-06,4.28E-06,4.12E-06,3.99E-06,3.86E-06,3.75E-06,3.66E-06,3.57E-06
54,3.97E-06,3.97E-06,3.97E-06,3.94E-06,3.85E-06,3.69E-06,3.51E-06,3.32E-06,3.14E-06,2.98E-06,2.83E-06,2.69E-06,2.57E-06,2.46E-06,2.37E-06,2.28E-06,2.21E-06,2.14E-06,2.08E-06,2.03E-06,1.98E-06
55,2.16E-06,2.16E-06,2.16E-06,2.14E-06,2.09E-06,2.01E-06,1.91E-06,1.81E-06,1.71E-06,1.62E-06,1.54E-06,1.47E-06,1.40E-06,1.34E-06,1.29E-06,1.24E-06,1.20E-06,1.16E-06,1.13E-06,1.10E-06,1.08E-06
