protein_num,time0,time1,time2,time3,time4,time5,time6,time7,time8,time9,time10,time11,time12,time13,time14,time15,time16,time17,time18,time19,time20
0,2.31E-05,2.35E-05,2.42E-05,2.51E-05,2.61E-05,2.71E-05,2.80E-05,2.89E-05,2.97E-05,3.04E-05,3.10E-05,3.16E-05,3.21E-05,3.25E-05,3.29E-05,3.33E-05,3.36E-05,3.39E-05,3.41E-05,3.44E-05,3.45E-05
1,2.33E-04,2.36E-04,2.44E-04,2.53E-04,2.63E-04,2.73E-04,2.82E-04,2.90E-04,2.98E-04,3.05E-04,3.11E-04,3.17E-04,3.22E-04,3.26E-04,3.30E-04,3.34E-04,3.37E-04,3.40E-04,3.42E-04,3.44E-04,3.46E-04
2,0.001173977,0.001190195,0.001227888,0.001274473,0.001323101,0.001371617,0.001417822,0.001460115,0.001498326,0.001532967,0.00156399,0.001591774,0.001616013,0.001638173,0.001657548,0.001675246,0.001690505,0.001703956,0.001716528,0.00172733,0.001737011
3,0.003946118,0.003999285,0.004124308,0.004280414,0.004444491,0.004604398,0.004755588,0.004895672,0.005022637,0.005135533,0.00523893,0.005328549,0.005411046,0.00548376,0.005546657,0.00560539,0.005656381,0.005700947,0.005740687,0.005777766,0.005808789
4,0.009956752,0.010089847,0.010403233,0.010789975,0.011196089,0.011598933,0.011975802,0.012319416,0.012636483,0.012917233,0.013168257,0.013392239,0.0135887,0.013769795,0.013926155,0.014069352,0.014196098,0.014302962,0.014407462,0.014495078,0.0145692
5,0.020118427,0.020381125,0.02101327,0.021789515,0.022597907,0.023393232,0.024137702,0.02482048,0.025439054,0.02599806,0.026493112,0.026933912,0.027331773,0.027674824,0.02799443,0.028266361,0.028516704,0.02873816,0.028942017,0.029104188,0.029260367
6,0.03393729,0.03435237,0.035401277,0.036713973,0.03805596,0.03935906,0.040603824,0.041706,0.04272322,0.043643672,0.04445821,0.04517729,0.04583098,0.046397917,0.046902522,0.047363304,0.04777936,0.04813692,0.048446443,0.04874588,0.04900431
7,0.04916333,0.04974359,0.05125248,0.053097773,0.05502078,0.05687236,0.058608778,0.060188077,0.061606158,0.06287962,0.064003944,0.06501791,0.06592915,0.06675051,0.06745749,0.068086855,0.06866929,0.06914912,0.06959692,0.070005275,0.07036556
8,0.06246838,0.063171186,0.06504305,0.06735583,0.06972636,0.07201369,0.07414293,0.07609207,0.07781406,0.07938349,0.0807672,0.08201787,0.083097585,0.08407486,0.084958926,0.085749716,0.08642363,0.08706076,0.08758959,0.0880608,0.08850288
9,0.07082978,0.07154638,0.073615775,0.07616681,0.07877891,0.081279114,0.08361184,0.08569244,0.08755754,0.08923516,0.090780966,0.09211297,0.093238,0.09433705,0.095284835,0.09612622,0.09682832,0.097501576,0.098079085,0.09859965,0.09908418
10,0.07261004,0.073269635,0.07528524,0.077811226,0.080399975,0.08284671,0.08510067,0.08712245,0.08893282,0.09056869,0.09200208,0.093272716,0.094446056,0.095441565,0.0963779,0.09715283,0.09789809,0.09851423,0.0990749,0.099584326,0.100043446
11,0.06816326,0.068658404,0.07041645,0.07269664,0.07497789,0.07713601,0.07909701,0.0808605,0.08244421,0.083845556,0.08511407,0.08621198,0.08718247,0.08809115,0.08887649,0.08956374,0.09018431,0.090741895,0.0912487,0.091683604,0.09206133
12,0.059274413,0.05955728,0.060930233,0.06275922,0.064587325,0.06630175,0.06786021,0.06923339,0.07046949,0.07158672,0.07255731,0.07340543,0.074194066,0.07488857,0.0754777,0.07602652,0.076504126,0.076939,0.07732723,0.077670135,0.077971734
13,0.048339676,0.048396606,0.04932207,0.05061216,0.051937845,0.05317057,0.054279793,0.055255663,0.056122947,0.05688691,0.057569638,0.058173,0.058713302,0.0592043,0.05961785,0.060008034,0.0603401,0.060636774,0.06090345,0.061133213,0.061368387
14,0.037552174,0.0374172,0.037855163,0.03865537,0.039509743,0.04029136,0.040974125,0.041566115,0.04209759,0.0425756,0.04299586,0.04336877,0.043688603,0.04399593,0.044230945,0.044488907,0.04467472,0.044863567,0.045035474,0.045175638,0.04530264
15,0.028331103,0.028032515,0.028062697,0.028431974,0.028868925,0.029276809,0.029624714,0.029946033,0.030212346,0.030435,0.030646896,0.030831221,0.030993419,0.031145396,0.031259857,0.031382434,0.031481512,0.031573903,0.031660814,0.03171825,0.03180261
16,0.021345718,0.020947142,0.020627255,0.020646075,0.02076048,0.020882383,0.020991689,0.021078283,0.021156985,0.021220233,0.021277947,0.02132982,0.021374542,0.021409132,0.021455199,0.021481153,0.02151022,0.021532299,0.021547854,0.021576423,0.021589946
17,0.016643468,0.016189989,0.015603033,0.015333707,0.015209124,0.015129256,0.015062587,0.015007998,0.01495434,0.014906676,0.014859513,0.014822141,0.014783676,0.014750029,0.014725274,0.014699639,0.014680725,0.014657238,0.014641224,0.014625212,0.014610621
