protein_num,time0,time1,time2,time3,time4,time5,time6,time7,time8,time9,time10,time11,time12,time13,time14,time15,time16,time17,time18,time19,time20
0,0.2295618,0.2295598,0.22962049,0.22965844,0.22986944,0.2302256,0.23066297,0.23111944,0.23155901,0.23196739,0.23219734,0.23243798,0.23263133,0.23272242,0.23277989,0.23281726,0.23283154,0.23289019,0.23287322,0.23283057,0.23279862
1,0.08323566,0.083236784,0.08328331,0.08343558,0.08368134,0.08395956,0.08416107,0.08432554,0.08442373,0.08450751,0.08451967,0.08456747,0.08458881,0.08457576,0.08456414,0.084565215,0.08457972,0.084572114,0.084544145,0.08452289,0.084525496
2,0.030571217,0.030582469,0.030672627,0.03084465,0.03104302,0.03118723,0.031277977,0.031325288,0.03134336,0.031351417,0.03135277,0.031345688,0.031343523,0.03133881,0.031339988,0.03134475,0.031334568,0.031341862,0.03133969,0.03133361,0.031336743
3,0.021418698,0.021447947,0.021581836,0.021784697,0.021966467,0.022093805,0.022183644,0.022247596,0.022293672,0.022329014,0.022363318,0.022395065,0.022424305,0.02244641,0.022466678,0.022488933,0.02250745,0.022528347,0.022540683,0.022553788,0.022566024
4,0.023082264,0.023132168,0.023326598,0.02357814,0.0238112,0.024001008,0.024159255,0.024289751,0.024405506,0.024507118,0.024599789,0.024684878,0.024760988,0.024827892,0.024887634,0.024949778,0.02499797,0.02503827,0.025079891,0.025117632,0.025144788
5,0.02966044,0.029724577,0.029986903,0.03032407,0.030642897,0.030937146,0.031199086,0.03143277,0.031644564,0.031838074,0.03200626,0.032160465,0.03230654,0.032429162,0.032543648,0.03264663,0.032740213,0.032827582,0.032893565,0.032960016,0.03301895
6,0.03964914,0.0397308,0.040030994,0.040448762,0.040865306,0.041266747,0.041643932,0.041975956,0.042284414,0.042563356,0.042816218,0.043045916,0.043249186,0.043432195,0.04359668,0.04374844,0.043889433,0.0440058,0.044116694,0.044214252,0.044301167
7,0.05115944,0.0512398,0.051555026,0.051996738,0.052465446,0.052918293,0.05334907,0.05375354,0.054110177,0.054448325,0.054743435,0.055020396,0.055268623,0.055483844,0.055698656,0.05587652,0.05604239,0.056181896,0.056311734,0.05643096,0.056544144
8,0.06163329,0.061694868,0.06195008,0.062332455,0.06276738,0.063188486,0.06359411,0.06396876,0.06432334,0.06466652,0.06494801,0.06518728,0.06545544,0.0656627,0.06585575,0.06605492,0.06620615,0.066354915,0.06649096,0.06660043,0.0667191
9,0.0685739,0.06860906,0.06875674,0.068992965,0.069274925,0.06957418,0.06985548,0.07012478,0.07037106,0.07059165,0.07082676,0.0710227,0.071197025,0.07137358,0.07151599,0.07166577,0.07179482,0.071900405,0.07201651,0.07209959,0.07218422
