protein_num,time0,time1,time2,time3,time4,time5,time6,time7,time8,time9,time10,time11,time12,time13,time14,time15,time16,time17,time18,time19,time20
0,4.55E-05,0.003761317,0.018916553,0.034191333,0.042531654,0.046174068,0.04766188,0.048306365,0.048621796,0.048803072,0.04893229,0.04903107,0.04912448,0.04919415,0.049262054,0.049319375,0.04937255,0.049413286,0.049461015,0.049493104,0.049525425
1,4.55E-04,0.021009779,0.07508191,0.11544408,0.13432254,0.14202318,0.14508973,0.14639077,0.1470337,0.14739628,0.14764778,0.14785689,0.14802477,0.14817192,0.14831135,0.14842232,0.14852624,0.14862108,0.14869793,0.14877275,0.14883816
2,0.002276807,0.05867716,0.14902106,0.19488561,0.21206777,0.21838711,0.22081041,0.22179408,0.22228107,0.22257632,0.22277023,0.22288918,0.22304957,0.22316463,0.22326638,0.22332634,0.22341134,0.22344412,0.22356264,0.22361556,0.22365949
3,0.007589323,0.109251395,0.19708605,0.21928552,0.22318877,0.22386818,0.22400022,0.22404431,0.22404855,0.22404532,0.22405343,0.22402354,0.22405185,0.2240446,0.2240455,0.22403955,0.22406515,0.2240704,0.22402449,0.2240537,0.22404577
4,0.018971764,0.15254381,0.19547033,0.18503259,0.1761531,0.17209426,0.17041983,0.16969065,0.16933797,0.1691418,0.16898635,0.16888052,0.16878407,0.16869104,0.16862488,0.16855787,0.16849263,0.16842355,0.16839126,0.1683633,0.16832308
5,0.037942074,0.17037725,0.1550523,0.12487864,0.111208424,0.10582624,0.10371538,0.10282707,0.1023927,0.1021425,0.10197113,0.101838656,0.101727545,0.10161686,0.10152088,0.10145355,0.10138565,0.101314366,0.101264164,0.10120615,0.10117008
6,0.06323842,0.1585123,0.102443084,0.07023435,0.05849164,0.054226942,0.05259454,0.05191307,0.051591232,0.051401656,0.051268198,0.051171422,0.051084045,0.051002886,0.050938156,0.050879948,0.050831795,0.050781015,0.050744586,0.050699502,0.050674472
7,0.09033304,0.1263432,0.057994552,0.033848185,0.026371133,0.02381653,0.02286083,0.02246587,0.022277348,0.022170905,0.022095148,0.022035506,0.021986285,0.021946581,0.021907018,0.021872105,0.021845277,0.021817878,0.021794694,0.02177111,0.021752633
8,0.11291787,0.088044785,0.0287071,0.014271699,0.01040298,0.009151885,0.008693198,0.008506311,0.008417266,0.008365846,0.008331844,0.008304667,0.008281734,0.008260945,0.008242665,0.008227794,0.008213928,0.008201369,0.008189967,0.008180637,0.008172192
9,0.12547213,0.05444475,0.012623844,0.005348038,0.00364758,0.003125578,0.0029387,0.002862581,0.002827101,0.002806758,0.002792478,0.002781668,0.00277222,0.002764258,0.002757322,0.00275075,0.002745482,0.002740493,0.002736151,0.00273185,0.002728897
10,0.12547868,0.03022974,0.004991605,0.001803167,0.001150703,9.60E-04,8.94E-04,8.67E-04,8.54E-04,8.47E-04,8.42E-04,8.38E-04,8.35E-04,8.32E-04,8.30E-04,8.28E-04,8.26E-04,8.24E-04,8.23E-04,8.21E-04,8.20E-04
