protein_num,time0,time1,time2,time3,time4,time5,time6,time7,time8,time9,time10,time11,time12,time13,time14,time15,time16,time17,time18,time19,time20
0,2.31E-05,2.35E-05,2.42E-05,2.51E-05,2.61E-05,2.71E-05,2.80E-05,2.89E-05,2.97E-05,3.04E-05,3.10E-05,3.16E-05,3.21E-05,3.25E-05,3.29E-05,3.33E-05,3.36E-05,3.39E-05,3.41E-05,3.44E-05,3.46E-05
1,2.33E-04,2.36E-04,2.44E-04,2.53E-04,2.63E-04,2.73E-04,2.82E-04,2.90E-04,2.98E-04,3.05E-04,3.11E-04,3.17E-04,3.22E-04,3.26E-04,3.30E-04,3.34E-04,3.37E-04,3.40E-04,3.42E-04,3.44E-04,3.46E-04
2,0.001174071,0.001190314,0.001228125,0.001274161,0.001323312,0.001371467,0.00141766,0.00145972,0.001498367,0.001532996,0.001564076,0.001591426,0.001616411,0.001638324,0.001657952,0.001674823,0.001690528,0.001704694,0.001716768,0.001727217,0.001736872
3,0.003945774,0.00399932,0.00412539,0.00428056,0.004443409,0.004603422,0.004755035,0.004895096,0.005021799,0.005136577,0.005238063,0.005330528,0.005410885,0.005483051,0.005547132,0.005604458,0.005654959,0.005700459,0.005740246,0.005776716,0.00580788
4,0.00995528,0.010088551,0.010404057,0.010790036,0.011195946,0.011596147,0.011975035,0.012320261,0.012631814,0.012918488,0.013168819,0.013392233,0.013591328,0.013768797,0.013927991,0.014068981,0.014196535,0.014304804,0.014403388,0.01449348,0.014569908
5,0.020120233,0.020379705,0.021013306,0.021783547,0.022599144,0.023395795,0.02414006,0.024820765,0.025440644,0.025992323,0.026489524,0.026933119,0.02733032,0.027677026,0.02799216,0.02826935,0.028511848,0.028740538,0.02893257,0.029106932,0.029258473
6,0.03393842,0.03436348,0.035421103,0.03670489,0.03805649,0.039366383,0.040589932,0.041713335,0.042734876,0.043645658,0.044458807,0.045187082,0.045834295,0.046409767,0.04691101,0.047369882,0.047772635,0.048125453,0.048458405,0.048733816,0.048990246
7,0.049155638,0.04974566,0.051247537,0.053102173,0.055007853,0.05687537,0.058605604,0.060185794,0.061604585,0.062874794,0.06401265,0.065028675,0.065937005,0.06673358,0.067448795,0.06809175,0.06866538,0.06915779,0.069608025,0.07000955,0.07036468
8,0.062472597,0.06318074,0.06504997,0.06735134,0.069721095,0.072026595,0.0741568,0.07608938,0.0778291,0.07936727,0.080762975,0.08202366,0.08310277,0.08409728,0.084968716,0.08573257,0.086435504,0.08703963,0.08760349,0.088076554,0.08850549
9,0.07083354,0.07155562,0.07361213,0.07614952,0.07877241,0.081278294,0.08359586,0.08568241,0.087565325,0.089260235,0.09076622,0.09208315,0.09327022,0.09433219,0.0952721,0.096105725,0.09685271,0.09750981,0.09809542,0.098625205,0.099095285
10,0.07261561,0.07326466,0.07529297,0.07781264,0.08039431,0.08284648,0.08510207,0.08712708,0.088938385,0.090578504,0.09199968,0.09327172,0.09446363,0.095440544,0.09635863,0.09714392,0.09788839,0.09851649,0.09907169,0.09958656,0.10004804
11,0.06816973,0.06866865,0.07043277,0.07268675,0.074978076,0.07714537,0.079104036,0.08087899,0.082451165,0.08386124,0.08511501,0.08618985,0.08721882,0.08807418,0.08888378,0.0895664,0.09019508,0.090733856,0.09122122,0.091665395,0.09205953
12,0.05927813,0.05955919,0.060923025,0.06274774,0.06458539,0.066316254,0.06786325,0.069247276,0.07048617,0.07157389,0.072543375,0.0734096,0.07417913,0.074879065,0.07549462,0.076044,0.076507196,0.076930724,0.077327155,0.07768557,0.07798175
13,0.048356887,0.048407797,0.04931648,0.050618432,0.051955182,0.05318632,0.054287057,0.055260524,0.056121744,0.05689025,0.057575557,0.05817863,0.058720645,0.059206616,0.05962005,0.060001735,0.060336396,0.06064067,0.06090415,0.06114301,0.061362542
14,0.03755953,0.03741477,0.037854657,0.038660754,0.039506737,0.04028374,0.0409726,0.04157416,0.04210711,0.0425752,0.042991575,0.043367986,0.04369798,0.043990318,0.044243984,0.044475768,0.04468263,0.04486893,0.04503957,0.045176107,0.045302425
15,0.028331816,0.02803879,0.028063564,0.02843332,0.02886973,0.029276637,0.029629255,0.02993013,0.030204697,0.030434137,0.030643778,0.030826395,0.030987598,0.031132594,0.031268254,0.031383414,0.03147728,0.03156927,0.031657133,0.0317276,0.03178998
16,0.021343093,0.020945564,0.020630982,0.020642065,0.020758303,0.020880021,0.020986423,0.021080537,0.021156358,0.021220794,0.021278685,0.021329457,0.021376705,0.021413555,0.021447076,0.021481218,0.021507757,0.02153302,0.021556979,0.02157732,0.021590564
17,0.01664164,0.016191565,0.015601152,0.015335675,0.015209118,0.015131751,0.015063233,0.015008202,0.014953517,0.014904209,0.014860009,0.014821105,0.014784679,0.014751725,0.014723202,0.014699763,0.014679334,0.0146573,0.01463781,0.014624654,0.014610689
18,0.01393854,0.013477359,0.012680686,0.012187668,0.011876037,0.011649777,0.011465943,0.011303387,0.011160095,0.011033782,0.010921996,0.01081999,0.01073006,0.010651814,0.010580896,0.010517107,0.010461327,0.010409598,0.01036736,0.010327784,0.010291209
19,0.01283481,0.012390902,0.011442796,0.010763476,0.010302018,0.009955988,0.009673577,0.009433638,0.009222614,0.009036894,0.008872015,0.008724404,0.008594979,0.008478804,0.008375322,0.008284159,0.008201779,0.008128501,0.008064815,0.008007724,0.007956109
20,0.012944604,0.012538653,0.011485731,0.010646259,0.010044353,0.009587957,0.009218995,0.008903889,0.008630237,0.008390175,0.008176235,0.007985621,0.007817693,0.007668077,0.007533862,0.00741497,0.007309428,0.007215924,0.007132586,0.007058234,0.006992775
21,0.013945243,0.013587316,0.012473729,0.011489285,0.010753699,0.010184376,0.00971939,0.009325049,0.008981803,0.008679566,0.008413089,0.008175171,0.007963816,0.00777549,0.00761001,0.007462036,0.007329783,0.007212863,0.007107881,0.0070157,0.006932759
22,0.015570138,0.015263254,0.014123801,0.013016501,0.012145081,0.011453372,0.010883271,0.010396476,0.009972558,0.009600211,0.009271386,0.008977292,0.008716626,0.008486313,0.008280161,0.008097159,0.007934708,0.007789927,0.007661288,0.007546863,0.007444285
23,0.017578188,0.017320478,0.016200181,0.014985705,0.013979832,0.013159213,0.012475497,0.011881994,0.011370476,0.010918412,0.010515294,0.010157146,0.009840949,0.009559254,0.00930876,0.009085855,0.008887624,0.008711179,0.008553291,0.008414717,0.008288531
24,0.019745376,0.01953883,0.018464606,0.017169902,0.016038852,0.015092165,0.014283251,0.013581667,0.012970169,0.012428639,0.011949498,0.011524945,0.011142529,0.01080737,0.01051084,0.010241592,0.010006519,0.009794664,0.00960758,0.00944074,0.009291569
25,0.021844026,0.021678532,0.020667344,0.019341225,0.018102195,0.017031841,0.016107084,0.015299937,0.014588831,0.013957819,0.013401472,0.012904437,0.01246325,0.012072076,0.011720952,0.011408984,0.011137729,0.010890395,0.010669855,0.010478273,0.010306094
26,0.023654405,0.0235235,0.02260776,0.021271579,0.01996186,0.01879277,0.017764447,0.016852556,0.016049892,0.015339983,0.014707485,0.01414505,0.013645857,0.013206142,0.012808738,0.012457072,0.012145883,0.011865011,0.011617944,0.011399969,0.011199993
27,0.024981724,0.024885934,0.024080211,0.02276566,0.02142403,0.02017922,0.019061487,0.018075567,0.017197046,0.016416911,0.015727345,0.015113937,0.014567592,0.014079156,0.013644841,0.013258013,0.012917919,0.012610063,0.012341328,0.012097751,0.0118824
28,0.025687994,0.025615823,0.0249208,0.023679273,0.022332676,0.021045698,0.019880129,0.01883794,0.017910028,0.017091183,0.016353125,0.015696362,0.015119758,0.014598477,0.014140415,0.013730449,0.013368907,0.013042878,0.012755122,0.012499654,0.012265228
29,0.025681823,0.025626594,0.025041878,0.02390201,0.022588436,0.021307865,0.020127052,0.01906633,0.018116146,0.01726894,0.016509999,0.015840359,0.015243914,0.01470984,0.014234781,0.013816642,0.013441002,0.013108931,0.012813365,0.012550554,0.012317819
30,0.024953779,0.0249121,0.024434716,0.023408726,0.02217987,0.020937245,0.01977794,0.018727506,0.017781677,0.016943106,0.016188605,0.015520523,0.01492166,0.014392731,0.013924155,0.013503552,0.013131374,0.012800023,0.012505458,0.012242983,0.012008159
31,0.02356549,0.023530794,0.023154005,0.022258082,0.021128453,0.019958103,0.01886183,0.017851483,0.016947031,0.016137581,0.015409598,0.014765807,0.014191496,0.013678337,0.013224856,0.012818923,0.01245942,0.012139198,0.011853357,0.011597677,0.011377042
32,0.021626119,0.021603752,0.02130855,0.020553827,0.019549653,0.018483512,0.01746584,0.016525831,0.01568264,0.014922556,0.014245269,0.013638452,0.013103481,0.012628266,0.012198292,0.011824564,0.011486637,0.011183726,0.01091829,0.010675255,0.010469069
33,0.019297415,0.019281246,0.019048952,0.018429205,0.017563561,0.016619937,0.015709326,0.014864072,0.014098536,0.013407896,0.012795777,0.012249903,0.011755798,0.011325994,0.010937346,0.010594567,0.010289528,0.010017561,0.009775815,0.009559832,0.009367612
34,0.016749592,0.016738256,0.016566759,0.016067713,0.015335296,0.014529152,0.013732988,0.012989579,0.012319296,0.011712005,0.011172262,0.010688952,0.010257006,0.009877725,0.009534209,0.009230759,0.008963162,0.008721456,0.00850724,0.008319034,0.008150654
35,0.014146273,0.014137191,0.014017502,0.013620566,0.01302187,0.012350111,0.01167224,0.011045295,0.010467812,0.009949175,0.009486623,0.009072748,0.008703624,0.008376165,0.008087067,0.007825961,0.007593977,0.007388633,0.007206071,0.007044336,0.006898909
36,0.01163228,0.011627962,0.011538023,0.011237044,0.010762543,0.010212122,0.009656074,0.009133707,0.008655455,0.008223644,0.00783972,0.007496441,0.007189612,0.006915939,0.006673791,0.006458068,0.006264851,0.006093748,0.005941792,0.005805332,0.005684958
37,0.009320103,0.009314925,0.009252582,0.00902905,0.008659666,0.008222516,0.00778,0.007358409,0.00697123,0.006622652,0.006310234,0.006031349,0.00578321,0.005562157,0.005364156,0.005189007,0.005033282,0.004894077,0.004770532,0.004660926,0.004562839
38,0.007276928,0.007273084,0.007232345,0.007069039,0.006789501,0.006451169,0.006104638,0.005773997,0.005470212,0.005195111,0.004948559,0.004728642,0.00453249,0.004357565,0.004201973,0.004064053,0.003940935,0.003831002,0.003733296,0.003646818,0.003569029
39,0.005542165,0.005539468,0.005511181,0.005395116,0.005188583,0.0049349,0.004670837,0.004417385,0.004184139,0.003972566,0.003783345,0.003613929,0.003463468,0.003329344,0.003209438,0.003102676,0.003008206,0.002924097,0.002848744,0.002782089,0.002722586
40,0.00411761,0.004115578,0.004097006,0.004017025,0.00386766,0.003681483,0.003485658,0.00329669,0.00312193,0.002963914,0.002822056,0.002694846,0.002581918,0.002480487,0.002391183,0.002311307,0.002240089,0.002177513,0.00212089,0.002070539,0.002026197
41,0.002987175,0.00298614,0.002973545,0.002919462,0.002814482,0.002679987,0.002538536,0.002401217,0.002273285,0.002157731,0.002053627,0.001961122,0.001878295,0.001804841,0.001739016,0.001681201,0.00162873,0.001582577,0.001541195,0.001504945,0.001472052
